path,type,Language,translationOf,id,title,text,description,hebergements,state,image
idee-sejour/sejour-sport-et-loisirs/sejour-velo/idee-sejour-velo,Vignette,,,idee-sejour-velo,Idée Séjour Vélo,,Séjour Vélo en gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-velo/idee-sejour-velo
idee-sejour/sejour-sport-et-loisirs/sejour-velo/sejour-velo,Image,,,sejour-velo,Séjour Vélo,,"Les gîtes et chambres d'hôtes Vélo,  une escapade riche en découvertes diverses.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-velo/sejour-velo
idee-sejour/sejour-sport-et-loisirs/sejour-vtt,IdeeSejour,fr,,sejour-vtt,Séjour VTT,"
<p align=""center""><b><img src=""sejour-vtt"" alt=""Séjour vtt"" /></b></p>
<p></p>
<p style=""text-align: justify;""></p>
<p style=""text-align: justify;"">Qu'ils soient proposés sur des circuits balisés
ou que les sentiers soient d'accès libre, les parcours en VTT offrent à tous
les passionnés d'aventure, un moyen de se surpasser, d'affronter les
difficultés de la nature : chemins boueux, berges escarpées, ravins
caillouteux...</p>
<p style=""text-align: justify;"">Les amateurs de ce sport trouveront auprès des gîtes et chambres d'hôtes
Séjour VTT non seulement les cartes des lieux où ils pourront satisfaire leurs
envies, mais également les meilleurs adresses où se fournir en matériel (vélos
et accessoires...).</p>
<p style=""text-align: justify;"">Ce sera pour chacun l'occasion de revenir,
crotté et boueux, mais tellement heureux de l'effort réalisé et du paysage
découvert.</p>
",Prêt à chevaucher votre VTT pour affronter les difficultés de la nature.,1032|1037|11|324|789|1030|873|944|530|368|1004|153|183|149|78|172|871|102|237|410|373|236|238|289|552|490|709|52|534|976|999|167|375|736|970|874|17|899|703|118|570|312|877|1042|1041|1040|1043|1044|245|517|599|143|130|772|776|775|774|773|215|489|836|942|58|60|59|1007|909|9|355|356|226|525|510|548|12|636|580|193|870|564|199|259|258|865|112|680|407|1010|840|839|241|573|574|357|127|1027|370|3|693|150|646|896|897|1003|398|1065|106|1001|648|387|1047|448|278|543|1035|263|1072|40|814|830|829|828|826|827|825|824|820|192|831|137|136|1074|345|781|558|1084|145|144|1006|938|1140|1159|1184|1192|1195|1207|1208|1224|949|1251|1253|1258|1259|1262|1267|1270|1274|1275|1276|1277|1278|1281|1282|1287|1288|1290|1312|1313|1364|1365|1366|1377|1529|1534|147|88|83|81|67|55|54|277|242|208|170|168|158|499|491|438|437|427|424|402|374|349|343|340|575|551|550|1538|801|794|764|753|732|731|730|729|728|682|917|1543|1546|1273|1549|1551|1552|1553|1554|1555|1557|1580|1589|1590|1591|1592|1593|1594|1581|1582|1583|1587|1569|1567|1606|1613|1617|1618|1616|1621|1622|1626|1630|1631|1635|1636|1637|1639|1640|1641|1642,publish,
idee-sejour/sejour-sport-et-loisirs/sejour-vtt/idee-sejour-vtt,Vignette,,,idee-sejour-vtt,Idée Séjour VTT,,Séjour VTT en gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-vtt/idee-sejour-vtt
idee-sejour/sejour-sport-et-loisirs/sejour-vtt/sejour-vtt,Image,,,sejour-vtt,Séjour VTT,,"Les gîtes et chambres d'hôtes VTT, un moyen de se surpasser",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-vtt/sejour-vtt
idee-sejour/sejour-sport-et-loisirs/sejour-golf,IdeeSejour,fr,,sejour-golf,Séjour Golf,"
<p align=""center""><b><img src=""sejour-golf"" alt=""Séjour Golf"" /></b></p>
<p></p>
<p align=""justify"">Sport ancien et de plus en plus
répandu sur le Vieux Continent, la pratique du golf a pris depuis quelques
années, une ampleur considérable et de nombreuses régions ont vu se multiplier
les terrains en lieu et place de terres agricoles et de bois.</p>
<p align=""justify"">Ce sport demande une certaine technicité et allie la patience,
l'adresse et la détente en pleine nature. Accessibles aux amateurs éclairés, de
nombreux parcours sont également ouverts aux néophytes. Les gîtes et chambres d'hôtes
à proximité d'un terrain de golf vous renseigneront utilement.<br /></p>
",Allier la détente en pleine nature avec la patiente et l'adresse.,11|847|447|871|1002|410|373|960|429|92|65|963|17|899|626|841|245|487|843|394|374|776|775|774|773|836|881|696|9|355|356|902|625|207|193|436|241|1027|654|823|1003|398|1065|677|1001|387|1071|692|812|880|400|399|826|827|825|824|820|192|797|798|145|144|1006|1141|1142|1169|1183|1184|1195|1196|949|1253|1260|1270|1272|1273|1274|1275|1276|1277|1278|1282|1288|1290|1376|1377|147|143|130|83|6|278|238|237|236|491|488|448|427|418|417|402|379|330|1538|801|799|794|742|740|678|894|1543|1544|1545|1549|1550|1578|1579|1595|1596|1597|1598|1599|1576|1577|1566|1567|1568|1564|1611|1613|1619|1620|1622|1626|1627|1630,publish,
idee-sejour/sejour-sport-et-loisirs/sejour-golf/idee-sejour-golf,Vignette,,,idee-sejour-golf,Idée Séjour Golf,,Séjour Golf en gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-golf/idee-sejour-golf
idee-sejour/sejour-sport-et-loisirs/sejour-golf/sejour-golf,Image,,,sejour-golf,Séjour Golf,,"Les gîtes et chambres d'hôtes Golf, de nombreux parcours pour amateurs éclairés et néophytes.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-golf/sejour-golf
idee-sejour/sejour-sport-et-loisirs/sejour-aventure-et-extreme,IdeeSejour,fr,,sejour-aventure-et-extreme,Séjour Aventure et Extrême,"
<p align=""center""><b><img src=""sejour-aventure-et-extreme"" alt=""Séjour Aventure et Extrême"" /></b></p>
<p></p>
<p align=""justify"">Parapente, escalade,
rafting, ulm, spéléologie et parcours de vertige sont autant de sports qui ont
été classés dans cette rubrique et que retrouveront ici les touristes
concernés.</p>
<p align=""justify"">Dans le cadre d'activités organisées et planifiées, ou au contraire
à la demande des passionnés, les différents sites sont accessibles pendant les
périodes estivales et éventuellement en d'autres saisons selon le type
d'activités proposées.</p>
<p align=""justify"">Vos hôtes pourront vous renseigner sur les possibilités
existant dans leur région.</p>
",Envie d'émotions fortes à partager avec ses amis et sa famille.,11|847|649|530|102|381|541|237|410|236|238|294|289|552|490|114|486|626|516|245|848|487|384|341|576|143|130|776|775|774|773|942|58|60|59|57|548|902|15|189|719|84|89|539|540|625|207|846|712|1038|823|1003|1065|677|1047|543|880|400|399|830|829|828|826|827|825|824|820|192|831|797|798|1084|378|938|1140|1141|1142|1169|1183|1184|1202|1253|1256|1257|1260|1261|1264|1269|1273|1275|1276|1277|1278|1281|1288|1290|1377|1532|147|131|90|81|76|29|19|269|265|264|211|168|158|491|489|438|437|356|355|640|627|1536|604|519|801|764|759|758|742|917|908|1549|1554|1555|1556|1578|1579|1587|1612|1613|1619|1620|1625|1627|1629|1633|1634|1640|1641|1642,publish,
idee-sejour/sejour-sport-et-loisirs/sejour-aventure-et-extreme/idee-sejour-aventure-et-extreme,Vignette,,,idee-sejour-aventure-et-extreme,Idée Séjour Aventure et Extrême,,Séjour Aventure et Extrême en gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-aventure-et-extreme/idee-sejour-aventure-et-extreme
idee-sejour/sejour-sport-et-loisirs/sejour-aventure-et-extreme/sejour-aventure-et-extreme,Image,,,sejour-aventure-et-extreme,Séjour Aventure et Extrême,,"Les gîtes et chambres d'hôtes Aventure et Extrême, parapente, escalade, rafting, ulm, spéléologie et parcours de vertige.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-aventure-et-extreme/sejour-aventure-et-extreme
idee-sejour/sejour-sport-et-loisirs/sejour-sport-de-glisse,IdeeSejour,fr,,sejour-sport-de-glisse,Séjour Sport de Glisse,"
<p align=""center""><b><img src=""sejour-sport-de-glisse"" alt=""Séjour Sport de Glisse"" /></b></p>
<p></p>
<p align=""justify"">Pendant les périodes
d'hiver, les hauts plateaux de la région des Fagnes sont fréquemment recouverts
d'une belle couche de neige permettant la pratique du ski de fond dans tous les
parcours balisés. Si ces derniers forment les sites les plus connus, bien
d'autres permettent la pratique de ce sport et sont souvent moins fréquentés
par les touristes d'un jour. Qu'il s'agisse de la région de la Baraque de
Fraiture ou de celle d'Anlier ou encore celle des Fagnes, de l'Entre
Sambre-et-Meuse, beaucoup de ""hauts plateaux"", en fonction de
l'enneigement, peuvent proposer à l'amateur de sport de glisse, tout comme aux
enfants avec leur luge, des occasions de pratiquer leur sport ou leur jeu.<br /></p>
<p align=""justify"">C'est aussi l'opportunité de découvrir de superbes régions se prêtant
parfaitement à la promenade dans la neige suivie d'un délicieux chocolat chaud.</p>
","Ski de fond, bataille de boules de neige, course en luge...",1032|239|11|789|944|530|1039|368|153|183|149|78|102|541|428|634|289|391|77|552|490|709|52|534|167|758|736|874|899|118|1042|1041|1040|1043|1044|848|991|508|616|394|342|882|942|881|696|1007|57|943|544|525|510|580|193|870|1000|10|199|846|259|258|865|112|680|407|1010|63|631|654|340|962|629|823|106|74|648|1047|543|1035|263|40|814|830|829|828|826|827|825|824|820|192|831|1074|345|1084|378|938|1141|1142|1179|1180|1183|1195|1196|1207|1208|1209|949|1253|1259|1263|1264|1270|131|88|19|278|277|170|168|158|156|499|491|448|443|386|349|564|1538|799|703|917|913|910|908|1543|1544|1545|1554|1555|1567|1563|1562|1561|1608|1617|1618|1616|1635,publish,
idee-sejour/sejour-sport-et-loisirs/sejour-sport-de-glisse/idee-sejour-sport-de-glisse,Vignette,,,idee-sejour-sport-de-glisse,Idée Séjour Sport de Glisse,,Séjour Sport de glisse en gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-sport-de-glisse/idee-sejour-sport-de-glisse
idee-sejour/sejour-sport-et-loisirs/sejour-sport-de-glisse/sejour-sport-de-glisse,Image,,,sejour-sport-de-glisse,Séjour Sport de Glisse,,"Les gîtes et chambres d'hôtes Sport de Glisse, ski de fond, bataille de boules de neige, course en luge",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-sport-de-glisse/sejour-sport-de-glisse
idee-sejour/sejour-sport-et-loisirs/sejour-attractions-et-musees,IdeeSejour,fr,,sejour-attractions-et-musees,Séjour Attractions touristiques,"
<p align=""center""><b><img src=""sejour-attractions-touristiques"" alt=""Séjour Attractions touristiques"" /></b></p>
<p></p>
<p align=""justify""></p>
<p>Riche d'un passé
historique avec ses monuments et ses sites prestigieux, la Wallonie a vu se
multiplier des implantations touristiques organisées pour vous distraire, vous
initier à l'histoire et aux traditions régionales, amuser votre famille ou
occuper les loisirs de chacun.</p>
<p>Depuis le modeste musée personnel, mis sur pied
par un particulier passionné et ouvert occasionnellement, jusqu'aux attractions
importantes et organisées, en passant par les sites naturels valorisés par une
présentation documentée, vous trouverez en Wallonie, de nombreuses occasions
d'instruction ou de distraction.</p>
","Distraction, amusement, culture... tout un programme que vous propose la Wallonie.",1037|324|1030|530|1004|153|237|410|1009|236|238|289|952|552|24|167|736|114|486|899|570|312|245|134|502|773|58|60|59|881|89|539|540|870|199|259|258|865|112|370|712|272|1001|74|49|50|589|42|488|830|829|828|826|827|825|824|820|192|831|330|378|1159|1196|1209|949|1260|1262|1264|1268|1273|1281|1288|1290|1312|1313|294|269|158|491|424|344|340|636|575|1538|799|740|735|734|917|913|1546|1549|1550|1551|1552|1553|1556|1557|1591|1592|1593|1594|1571|1572|1573|1574|1565|1587|1575|1613|1621|1622|1630|1639|1640|1641|1642,publish,
idee-sejour/sejour-sport-et-loisirs/sejour-attractions-et-musees/idee-sejour-attractions-touristiques,Vignette,,,idee-sejour-attractions-touristiques,Idée Séjour Attractions touristiques,,Séjour Attractions touristiques en gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-attractions-et-musees/idee-sejour-attractions-touristiques
idee-sejour/sejour-sport-et-loisirs/sejour-attractions-et-musees/sejour-attractions-touristiques,Image,,,sejour-attractions-touristiques,Séjour Attractions touristiques,,"Les gîtes et chambres d'hôtes Attractions touristiques, de nombreuses occasions d'instruction ou de distraction.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-attractions-et-musees/sejour-attractions-touristiques
idee-sejour/sejour-sport-et-loisirs/sejour-equitation/idee-sejour-equitation,Vignette,,,idee-sejour-equitation,Idée Séjour Equitation,,Séjour Equitation en gîte et chambres d'hôte,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-equitation/idee-sejour-equitation
idee-sejour/sejour-sport-et-loisirs/sejour-equitation/sejour-equitation,Image,,,sejour-equitation,Séjour Equitation,,"Les gîtes et chambres d'hôtes Equitation, un séjour pour découvrir la nature.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-equitation/sejour-equitation
idee-sejour/sejour-sport-et-loisirs/sejour-peche/idee-sejour-peche,Vignette,,,idee-sejour-peche,Idée Séjour Pêche,,Séjour Pêche en gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-peche/idee-sejour-peche
idee-sejour/sejour-sport-et-loisirs/sejour-peche/sejour-peche,Image,,,sejour-peche,Séjour Pêche,,"Les gîtes et chambres d'hôtes Pêche, un hébergement près des lacs, rivières et étangs de l'Ardenne belge",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-peche/sejour-peche
idee-sejour/sejour-sport-et-loisirs/sejour-kayak-et-sports-nautiques/idee-sejour-kayak-et-sports-nautiques,Vignette,,,idee-sejour-kayak-et-sports-nautiques,Idée Séjour Kayak et Sports Nautiques,,Séjour Kayak et Sports Nautiques en gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-kayak-et-sports-nautiques/idee-sejour-kayak-et-sports-nautiques
idee-sejour/sejour-sport-et-loisirs/sejour-kayak-et-sports-nautiques/sejour-kayak-et-sports-nautiques,Image,,,sejour-kayak-et-sports-nautiques,Séjour Kayak et Sports Nautiques,,"Les gîtes et chambres d'hôtes Kayak et Sports Nautiques, sur l'Amblève, la Lesse de Houyet à Anseremme, l'Ourthe depuis Nisramont, la Semois à partir de Chiny et sur le Viroin",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-kayak-et-sports-nautiques/sejour-kayak-et-sports-nautiques
idee-sejour/sejour-sport-et-loisirs/sejour-velo/idee-sejour-velo,Vignette,,,idee-sejour-velo,Idée Séjour Vélo,,Séjour Vélo en gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-velo/idee-sejour-velo
idee-sejour/sejour-sport-et-loisirs/sejour-velo/sejour-velo,Image,,,sejour-velo,Séjour Vélo,,"Les gîtes et chambres d'hôtes Vélo,  une escapade riche en découvertes diverses.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-velo/sejour-velo
idee-sejour/sejour-sport-et-loisirs/sejour-vtt/idee-sejour-vtt,Vignette,,,idee-sejour-vtt,Idée Séjour VTT,,Séjour VTT en gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-vtt/idee-sejour-vtt
idee-sejour/sejour-sport-et-loisirs/sejour-vtt/sejour-vtt,Image,,,sejour-vtt,Séjour VTT,,"Les gîtes et chambres d'hôtes VTT, un moyen de se surpasser",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-vtt/sejour-vtt
idee-sejour/sejour-sport-et-loisirs/sejour-golf/idee-sejour-golf,Vignette,,,idee-sejour-golf,Idée Séjour Golf,,Séjour Golf en gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-golf/idee-sejour-golf
idee-sejour/sejour-sport-et-loisirs/sejour-golf/sejour-golf,Image,,,sejour-golf,Séjour Golf,,"Les gîtes et chambres d'hôtes Golf, de nombreux parcours pour amateurs éclairés et néophytes.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-golf/sejour-golf
idee-sejour/sejour-sport-et-loisirs/sejour-aventure-et-extreme/idee-sejour-aventure-et-extreme,Vignette,,,idee-sejour-aventure-et-extreme,Idée Séjour Aventure et Extrême,,Séjour Aventure et Extrême en gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-aventure-et-extreme/idee-sejour-aventure-et-extreme
idee-sejour/sejour-sport-et-loisirs/sejour-aventure-et-extreme/sejour-aventure-et-extreme,Image,,,sejour-aventure-et-extreme,Séjour Aventure et Extrême,,"Les gîtes et chambres d'hôtes Aventure et Extrême, parapente, escalade, rafting, ulm, spéléologie et parcours de vertige.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-aventure-et-extreme/sejour-aventure-et-extreme
idee-sejour/sejour-sport-et-loisirs/sejour-sport-de-glisse/idee-sejour-sport-de-glisse,Vignette,,,idee-sejour-sport-de-glisse,Idée Séjour Sport de Glisse,,Séjour Sport de glisse en gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-sport-de-glisse/idee-sejour-sport-de-glisse
idee-sejour/sejour-sport-et-loisirs/sejour-sport-de-glisse/sejour-sport-de-glisse,Image,,,sejour-sport-de-glisse,Séjour Sport de Glisse,,"Les gîtes et chambres d'hôtes Sport de Glisse, ski de fond, bataille de boules de neige, course en luge",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-sport-de-glisse/sejour-sport-de-glisse
idee-sejour/sejour-sport-et-loisirs/sejour-attractions-et-musees/idee-sejour-attractions-touristiques,Vignette,,,idee-sejour-attractions-touristiques,Idée Séjour Attractions touristiques,,Séjour Attractions touristiques en gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-attractions-et-musees/idee-sejour-attractions-touristiques
idee-sejour/sejour-sport-et-loisirs/sejour-attractions-et-musees/sejour-attractions-touristiques,Image,,,sejour-attractions-touristiques,Séjour Attractions touristiques,,"Les gîtes et chambres d'hôtes Attractions touristiques, de nombreuses occasions d'instruction ou de distraction.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-sport-et-loisirs/sejour-attractions-et-musees/sejour-attractions-touristiques
idee-sejour/sejour-de-groupe,IdeeSejourFolder,fr,,sejour-de-groupe,Séjour de groupe,,"
<p>Retrouvez-vous pour un séjour de groupe... entre amis, en famille ou entre collègues de travail, pour un événement à fêter, une réunion de travail ou simplement pour le plaisir d'être ensemble.</p>
",,publish,
idee-sejour/sejour-de-groupe/sejour-pour-groupe,IdeeSejour,fr,,sejour-pour-groupe,Séjour pour groupe,"
<p align=""center""><b><img src=""sejour-pour-groupe"" alt=""Séjour pour groupe"" /></b></p>
<p>
Véritable lieux de
réunions familiales ou de retrouvailles d'amis, les gîtes de grande capacité
offrent une infrastructure permettant de vivre en autonomie, avec tout le confort nécessaire.</p>
<p>Lors de
l'aménagement de certains bâtiments, il a été prévu de pouvoir accueillir des
familles individuellement, mais aussi de leur permettre de se retrouver
ensemble pour fêter un événement familial ou simplement prendre des repas en
commun. Il s'agit alors d'hébergements individualisés qui permettent à chacun,
selon son souhait, de vivre ""chez soi"" tout en participant aux
activités et festivités du groupe.</p>
","Se retrouver tous ensemble, en famille, entre amis...",519|960|294|289|238|952|391|872|366|92|540|1010|1003|85|930|648|387|49|589|741|1151|1152|1195|1196|1198|1199|1200|1147|1146|1167|1128|1135|1129|1157|1171|1155|1123|1172|1158|1133|1132|1125|1214|1215|1217|1218|17|984|147|90|52|219|158|607|552|534|801,publish,
idee-sejour/sejour-de-groupe/sejour-pour-groupe/idee-sejour-pour-groupe,Vignette,,,idee-sejour-pour-groupe,Idée Séjour pour groupe,,Séjour pour groupe en gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-de-groupe/sejour-pour-groupe/idee-sejour-pour-groupe
idee-sejour/sejour-de-groupe/sejour-pour-groupe/sejour-pour-groupe,Image,,,sejour-pour-groupe,Séjour pour groupe,,"Les gîtes et chambres d'hôtes pour groupe, lieux de réunions et de retrouvailles",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-de-groupe/sejour-pour-groupe/sejour-pour-groupe
idee-sejour/sejour-de-groupe/sejour-avec-salle-de-reception,IdeeSejour,fr,,sejour-avec-salle-de-reception,Séjour avec salle de réception,"
<p align=""center""><b><img src=""sejour-avec-salle-de-reception"" alt=""Séjour avec salle de réception"" /></b></p>
<p>La majorité des
hébergements de groupe disposent d'une ou plusieurs salles pour accueillir une
vingtaine, voir une cinquantaine de personnes, parfois encore plus. Certains
propriétaires disposent également de salles de réception indépendantes de
l'hébergement.</p>
<p>Ces salles peuvent convenir pour des événements familiaux mais
aussi pour des manifestations plus importantes pouvant aller de l'exposition
d'œuvres diverses à des réceptions plus conventionnelles ou même des mariages.</p>
","Profitez d'un séjour pour vos événements : mariage, réunion de familles, expositions.",955|237|236|238|960|289|552|490|534|92|17|626|1042|1041|1040|1043|1044|414|415|669|670|363|851|625|207|249|259|258|865|85|648|90|847|1157|984|147|52|158|330|628|607|519|801|704|894,publish,
idee-sejour/sejour-de-groupe/sejour-avec-salle-de-reception/idee-sejour-avec-salle-de-reception,Vignette,,,idee-sejour-avec-salle-de-reception,Idée Séjour avec salle de réception,,Séjour avec salle de réception en gîte et chambre d 'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-de-groupe/sejour-avec-salle-de-reception/idee-sejour-avec-salle-de-reception
idee-sejour/sejour-de-groupe/sejour-avec-salle-de-reception/sejour-avec-salle-de-reception,Image,,,sejour-avec-salle-de-reception,Séjour avec salle de réception,,"Les gîtes et chambres d'hôtes avec salle de réception, pour des événements familiaux, des expositions d'œuvres diverses ou des mariages.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-de-groupe/sejour-avec-salle-de-reception/sejour-avec-salle-de-reception
idee-sejour/sejour-de-groupe/sejour-avec-salle-de-reunion,IdeeSejour,fr,,sejour-avec-salle-de-reunion,Séminaire au Vert,"
<p align=""center""><img src=""sejour-seminaire-au-vert"" alt=""Séjour Séminaire au Vert"" /></p>
<p>Nous vous proposons une alternative originale 
        pour l’organisation de vos séminaires. Découvrez nos 
        gîtes pour réunions et séminaires et leurs nombreux 
        avantages :<br /></p>
<ul><li>un charme incomparable;</li><li>une intimité garantie;</li><li>une formule flexible;</li><li>un accueil et un service différent;</li><li>une infrastructure et des équipements modernes adaptés 
        au besoin des entreprises;</li><li>une formule très avantageuse et très compétitive;</li><li>une cuisine de terroir de qualité;</li><li>des activités dans le respect du cadre et de la nature.<br /></li></ul>
","Les Séminaires au Vert® des Gîtes de Wallonie, déplacer son entreprise à la campagne.",283|90|387|92|872|1131|1132|1133|1129|1157|249|1241|1010|1003|1288|1339|158,publish,
idee-sejour/sejour-de-groupe/sejour-avec-salle-de-reunion/idee-sejour-seminaire-au-vert,Vignette,,,idee-sejour-seminaire-au-vert,Idée Séjour Séminaire au Vert,,Séjour Séminaire au Vert en gîte,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-de-groupe/sejour-avec-salle-de-reunion/idee-sejour-seminaire-au-vert
idee-sejour/sejour-de-groupe/sejour-avec-salle-de-reunion/sejour-seminaire-au-vert,Image,,,sejour-seminaire-au-vert,Séjour Séminaire au Vert,,"Les gîtes et chambres d'hôtes Séminaire au Vert, déplacer son entreprise à la campagne",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-de-groupe/sejour-avec-salle-de-reunion/sejour-seminaire-au-vert
idee-sejour/sejour-de-groupe/sejour-pour-groupe/idee-sejour-pour-groupe,Vignette,,,idee-sejour-pour-groupe,Idée Séjour pour groupe,,Séjour pour groupe en gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-de-groupe/sejour-pour-groupe/idee-sejour-pour-groupe
idee-sejour/sejour-de-groupe/sejour-pour-groupe/sejour-pour-groupe,Image,,,sejour-pour-groupe,Séjour pour groupe,,"Les gîtes et chambres d'hôtes pour groupe, lieux de réunions et de retrouvailles",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-de-groupe/sejour-pour-groupe/sejour-pour-groupe
idee-sejour/sejour-de-groupe/sejour-avec-salle-de-reception/idee-sejour-avec-salle-de-reception,Vignette,,,idee-sejour-avec-salle-de-reception,Idée Séjour avec salle de réception,,Séjour avec salle de réception en gîte et chambre d 'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-de-groupe/sejour-avec-salle-de-reception/idee-sejour-avec-salle-de-reception
idee-sejour/sejour-de-groupe/sejour-avec-salle-de-reception/sejour-avec-salle-de-reception,Image,,,sejour-avec-salle-de-reception,Séjour avec salle de réception,,"Les gîtes et chambres d'hôtes avec salle de réception, pour des événements familiaux, des expositions d'œuvres diverses ou des mariages.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-de-groupe/sejour-avec-salle-de-reception/sejour-avec-salle-de-reception
idee-sejour/sejour-de-groupe/sejour-avec-salle-de-reunion/idee-sejour-seminaire-au-vert,Vignette,,,idee-sejour-seminaire-au-vert,Idée Séjour Séminaire au Vert,,Séjour Séminaire au Vert en gîte,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-de-groupe/sejour-avec-salle-de-reunion/idee-sejour-seminaire-au-vert
idee-sejour/sejour-de-groupe/sejour-avec-salle-de-reunion/sejour-seminaire-au-vert,Image,,,sejour-seminaire-au-vert,Séjour Séminaire au Vert,,"Les gîtes et chambres d'hôtes Séminaire au Vert, déplacer son entreprise à la campagne",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-de-groupe/sejour-avec-salle-de-reunion/sejour-seminaire-au-vert
idee-sejour/soggiorno-piu,IdeeSejourFolder,it,idee-sejour/sejour-plus,soggiorno-piu,Soggiorno Più,,"
<p>L’arte di vivere il proprio tempo libero al ritmo dei propri desideri, secondo i propri bisogni.
Un alloggio o una camera per gli ospiti Più è innanzitutto un tipo di abitazione Gîtes de Wallonie di grande qualità, che vi propone una sistemazione adatta ai vostri bisogni, facendovi vivere secondo i vostri desideri.</p>
",,publish,
